DB,SITEID,DATE,LAT,LON,STATE,DUPL,SAMPLEID,GRAINSIZE,DEPTH,Al,As,Ba,Bi,Ca,CdICPMS,CdAR,Ce,Co,Cr,Cs,CuICPMS,CuAR,F,Fe,Ga,Ge,Hg,K,La,Li,Mg,Mn,MoICPMS,MoAR,Na,Nb,NiCPMS,NiAR,P,PbICPMS,PbAR,Pr,Rb,SbICPMS,SbAR,Sc,Se,Si,Sm,SnICPMS,SnAR,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,ZnICPMS,ZnAR,ZrICPMS,ZrAR,FIELDpH,pH15,EC15,SAND,SILT,CLAY,LOI
geochem,2007191275,29.03.2008,-29.4641,126.178,WA,2007191590,2007191275001 Fine,lt2423,TOS,59165,5.4,233.6,0.35,59106,0.1,0.11,65.7,9.4,102,3.28,16.7,16.1,240,33005,13.8,0.5,0.02,12825,30.91,14,6006,349,1.7,0.64,831,13.2,25.2,17.4,362,17.68,12.1,6.88,66,1.9,0.25,13.6,0.12,269400,5.42,1.2,1.31,95.7,1.03,0.74,0.05,18.83,5040,0.23,0.2,2.52,78.6,2,30.7,3.47,57.4,45.8,922.9,5.7,8,8.48,74.1,71.04,17.47,11.49,14.4
geochem,2007191276,22.01.2008,-35.0366,144.1919,NSW,,2007191276001 Fine,lt2424,TOS,65734,4.6,462.5,0.46,12557,0.1,0.01,93.4,12.8,69.4,8.07,20.9,16.3,340,30116,17.2,0.6,0.01,16228,43.76,13.7,8629,666,0.3,0.08,3895,16.2,22.2,18.3,524,21.16,15.3,9.8,137.4,1.2,0.1,10.4,0.05,304707,7.25,4.1,1.6,141.3,1.38,1.23,0.02,10.97,4501,0.21,0.2,2.59,78.2,3.2,30.4,3.95,61,40.1,523,6.4,9,8.08,185.7,22.61,51.99,25.41,11.3
geochem,2007191277,31.10.2007,-28.4358,146.656,QLD,2007190849,2007191277001 Fine,lt2425,TOS,58578,3,313.5,0.23,2980,0.1,0.05,52.49,16.5,63.2,3.27,16.2,15.6,200,29137,13.7,0.6,0.07,7288,24.35,10.6,3612,1038,1.1,0.35,1825,12.5,19.7,12.4,288,16.12,11.4,6.12,51,1.6,0.06,10.4,0.05,339052,5.75,1.7,0.84,90.8,0.82,0.86,0.02,9.01,5861,0.17,0.2,2.5,84.8,1.8,33.3,3.61,51.1,35.3,889.3,5.4,6,6.33,56.5,52,34.48,13.52,8.8
geochem,2007191278,28.10.2007,-28.3326,148.84,QLD,,2007191278001 Fine,lt2426,TOS,38708,3.4,253.1,0.18,2566,0.1,0.02,54.88,9.9,68.2,1.92,9,7.19,140,20534,8,0.6,0.01,5512,23.45,3.2,1797,534,1,0.14,2404,14.3,9.7,4,327,12.87,8.12,6.13,37.1,1.9,0.02,8.8,0.05,374911,5.56,1.4,0.39,78.6,0.9,0.81,0.02,10.03,6556,0.08,0.2,2.69,73.9,1.9,33.1,4.03,34.4,26.9,1059,3.1,5.5,5.57,35.2,64.67,30.03,5.3,6.5
geochem,2007191279,09.07.2008,-30.2322,124.4348,WA,,2007191279001 Fine,lt2427,TOS,78072,4.9,220.5,0.37,1379,0.1,0.02,50.06,9.5,169.6,3.6,17.6,11.5,160,38313,22.3,0.8,0.04,7064,23.34,3.7,1110,310,1.8,0.64,757,16,39.8,8.3,240,20.1,8.9,5.31,58.5,1.6,0.2,12.7,0.19,311616,4.16,1.9,1.21,32.1,1.22,0.64,0.06,16.69,6365,0.09,0.1,2.69,92.8,2.1,23.5,3.06,42,7.8,803.9,7.8,5.5,5.05,6.35,90.12,7.44,2.44,10.5
geochem,2007191281,13.10.2007,-23.5568,148.1445,QLD,2007191215,2007191281001 Fine,lt2428,TOS,44244,2.6,376.7,0.4,2952,0.73,0.09,86.34,18.4,100.2,3.46,23.8,71.7,140,29410,9.1,0.43,0.02,15017,44.42,4.9,2400,968,0.7,0.33,6877,24,28.4,28,615,12.85,7.11,10.32,77.8,0.4,0.21,9.9,0.05,358874,8.75,4.2,0.86,102.3,1.51,1.301,0.04,17.84,11866,0.08,0.2,4.14,87.1,2,50,5.273,67.2,79,1254,4.5,4.5,5.86,38.6,81.3,13.26,5.44,4.7
geochem,2007191282,19.02.2008,-29.9076,115.9953,WA,2007191134,2007191282001 Fine,lt2429,TOS,52443,1,529.5,0.15,2144,0.25,0.04,112.9,4.8,38.1,1.01,6.5,4.5,260,13156,14,0.4,0.04,25534,55.65,4,2050,147,1.4,0.59,11440,25.1,15.2,3.6,244,22.72,12.8,10.23,127.4,0.4,0.03,13.4,0.07,360337,6.36,1.5,0.5,60.3,2.14,1.07,0.02,30.48,5885,0.05,0.2,5.88,40.5,1.4,34.7,5.14,9.4,4.3,1995,2.5,7.5,5.58,464,94.61,3.84,1.55,4.3
geochem,2007191283,01.10.2007,-37.7359,145.2105,VIC,,2007191283001 Fine,lt2430,TOS,38729,3.5,425.3,0.22,1401,0.3,0.09,132.6,6.7,75.1,4.97,11.6,7.53,500,16072,11.9,0.6,0.07,10376,67.77,12.5,2653,240,0.5,0.17,2018,21.3,20.6,10.5,607,20.19,14.4,15,67.4,5.7,1.97,13.7,0.12,361099,10.89,2.9,1.04,35.7,1.84,1.39,0.02,25.71,6850,0.12,0.1,5.3,50.5,3.6,47.2,5.24,55.1,29.7,1509,0.5,5,4.195,76.35,72.62,20.23,7.15,9.4
geochem,2007191284,20.05.2008,-25.798,146.428,QLD,,2007191284001 Fine,lt2431,TOS,51750,4.1,328.9,0.19,3924,0.47,0.06,62.73,11.1,72.6,2.63,18.5,12,180,23940,10.7,0.7,0.05,10517,31.48,4.8,2822,558,0.4,0.27,5052,15.3,16.8,7.6,428,14.31,5.59,7.41,54.1,1,0.02,9.6,0.04,356075,6.34,1.3,0.5,124.4,1.03,0.95,0.08,11.75,7132,0.06,0.1,2.78,77.7,1.4,39.2,4.12,48.6,25,928,1.1,6,6.23,14.73,54.7,36.5,8.79,6.2
geochem,2007191285,21.05.2008,-17.9525,135.7071,NT,,2007191285001 Fine,lt2432,TOS,84836,1.2,233.7,0.39,4889,0.1,0.05,81.44,16.7,92.9,3.11,23,15.5,300,39908,19.4,0.8,0.01,1054,41.48,14.1,3895,767,0.7,0.11,475,17.4,57.5,10.7,271,23.08,17.3,9.29,21.8,0.8,0.02,15.8,0.01,299206,7.57,2.8,1.82,95.4,1.5,1.21,0.03,13.69,7563,0.2,0.2,2.46,83.6,2.6,35.9,4.25,37.8,19.8,510.7,12.3,5.5,6.315,26.45,39.03,47.07,13.91,11.2
geochem,2007191286,10.07.2008,-30.1328,124.7519,WA,,2007191286001 Fine,lt2433,TOS,83206,11.5,203.6,0.55,507,0.54,0.01,44.15,9.4,148,4.07,28.2,32.7,120,66807,19,0.73,0.02,7761,22.77,7.3,1212,155,2.4,1.28,594,14.6,40.4,21.7,349,17.84,11.2,4.77,65.7,0.4,0.57,14.3,0.41,291372,3.85,2.3,1.83,34.3,1.08,0.655,0.02,22.66,5921,0.11,0.1,3.01,121.5,1.5,22.4,2.987,44.3,37.4,714.7,15.8,5,4.61,8.84,80.76,13.29,5.94,9.9
geochem,2007191287,10.08.2009,-11.7076,132.9192,NT,,2007191287001 Fine,lt2434,TOS,95925,12,133.8,0.39,1165,0.1,0.02,96.65,16.8,115.9,6.31,9.7,5.15,600,50727,20,0.68,0.01,14435,46.5,26.3,8062,240,1.4,0.46,2760,14.7,28.1,15.9,323,21.94,16.8,10.79,106.2,0.4,0.08,15.2,0.09,251980,8.562,2.8,1.15,64.6,1.16,1.232,0.02,14.12,6377,0.07,0.2,4.12,130.2,1.9,41.5,3.681,48.1,41.7,227.2,5.4,5.5,5.11,627,6.4,55.52,38.08,15.8
geochem,2007191289,01.10.2008,-30.0638,140.2395,SA,,2007191289001 Fine,lt2435,TOS,49183,2.8,335.1,0.39,7869,0.81,0.05,216.5,8.1,65,2.43,19.3,36.8,160,30927,5.8,0.22,0.01,11157,115.9,12.7,5318,294,0.4,0.13,3583,20,12.6,15.8,415,12.33,6.6,24.08,48.3,0.4,0.25,12,0.03,345427,17.48,5,1.39,118.1,1.5,2.154,0.04,42.92,7048,0.1,0.2,6.33,86.7,2.8,74,8.515,53.8,59.3,2432,9.9,9.5,8.92,51.7,80.01,13.56,6.43,7
geochem,2007191291,01.04.2008,-27.1372,123.474,WA,,2007191291001 Fine,lt2436,TOS,50188,2.3,203.1,0.37,3088,0.33,0.03,43.72,8.4,103.1,2.67,18.2,12.1,300,30976,13.3,0.5,0.03,8467,23.92,7.3,2605,395,0.7,0.2,1120,17.6,21.9,10.5,249,15.02,7.75,5.32,57.2,0.4,0.14,18.9,0.09,366395,4.51,2.6,0.9,38.8,1.73,0.97,0.03,18.62,6724,0.06,0.1,4.25,70.7,1.8,41.9,5.57,30.4,10,1895,8.4,7.5,6.345,164.35,87.98,8.27,3.75,4.1
geochem,2007191292,13.03.2008,-32.7546,151.7303,NSW,,2007191292001 Fine,lt2437,TOS,67507,2.8,428.7,0.18,13629,0.1,0.09,59.59,24.6,216.7,3.14,30.6,26.3,380,44727,15.7,0.5,0.04,13663,30.1,9,8255,821,1,0.45,12286,26.8,47.9,42.5,1685,14.51,10.5,6.89,62.5,0.9,0.17,14.3,0.07,279589,5.6,1.7,0.92,333.5,1.74,0.92,0.02,8.25,8864,0.06,0.2,2.52,130,1.3,28.5,3.11,96,77.7,426.2,8.8,6,5.195,89.55,57.54,30.91,11.56,12.3
geochem,2007191293,08.06.2008,-28.3175,143.1339,QLD,2007191518,2007191293001 Fine,lt2438,TOS,50935,1.8,302.8,0.2,3516,0.5,0.01,49.32,9.2,64.9,2.38,16.5,9.15,180,22612,11,0.5,0.02,7363,23.49,1.1,2726,318,0.3,0.04,2916,11.6,13.9,3.6,445,12.73,3.57,5.43,41.5,1.1,0.02,9.2,0.01,358786,4.68,1.7,0.39,106.4,0.71,0.69,0.04,8.32,5627,0.09,0.1,2.02,65.5,1.3,28.4,3.05,45.8,15,879,5,7.5,6.66,889.5,47.53,41.14,11.33,6.9
geochem,2007191294,26.10.2007,-23.9612,149.8456,QLD,,2007191294001 Fine,lt2439,TOS,59245,3.4,509.7,0.42,6690,0.69,0.11,60.53,15.6,56.5,3.15,28.9,21.9,120,22577,12.7,0.32,0.01,13871,30.22,5.7,3039,1077,0.4,0.3,7864,12.2,20.1,18.3,598,14.66,9.07,7.22,63.7,0.4,0.19,10.6,0.21,329152,6.376,1.5,0.8,174.1,0.8,0.91,0.06,11.85,5645,0.08,0.2,2.86,62.8,1.4,31.6,3.293,51,35.2,538.6,1.6,5.5,6.3,29.3,48.91,35.19,15.9,9.7
geochem,2007191295,11.08.2009,-26.7728,138.2942,SA,2007191498,2007191295001 Fine,lt2440,TOS,30191,3.3,326.6,0.48,4074,0.76,0.02,130.59,9.2,163.8,1.26,9.7,6.03,180,32802,6.4,0.32,0.01,8708,66.55,2.8,2798,542,0.9,0.01,4451,32.1,9.9,5.6,310,11.5,4.55,14.79,32.2,0.4,0.16,28.9,0.02,380594,11.053,2.3,0.43,106.1,2.5,1.739,0.02,33.44,17344,0.05,0.1,9.43,115.9,2.5,78,11.082,44.5,36.2,6620.9,5.5,9.5,7.91,26.6,87.91,9,3.09,1.8
geochem,2007191296,12.12.2007,-32.9411,120.3454,WA,,2007191296001 Fine,lt2441,TOS,97799,1.9,201.2,0.27,61586,0.1,0.02,53.65,10.1,102.9,4.17,22.3,18.3,320,36579,17.2,0.4,0.07,20412,21.56,34.5,10191,534,0.8,0.03,1758,8.4,46.8,25.8,223,13.47,9.93,4.94,83.2,0.4,0.04,12.6,0.1,182758,3.37,1.6,0.88,391.3,0.75,0.49,0.09,13.08,3068,0.15,0.1,1.18,48.5,1.2,12.6,1.48,39.4,25.3,192,13.7,8,7.895,165.4,68.25,26.5,5.25,23.2
geochem,2007191297,27.07.2008,-17.4098,130.7745,NT,2007190874,2007191297001 Fine,lt2442,TOS,47738,4.3,240,0.55,10013,0.73,0.05,46.7,15.7,51.8,3.71,20.8,25.9,240,42496,11,0.66,0.02,12144,23.6,7.7,4643,697,0.6,0.31,482,11.2,17.2,14.8,336,11.1,7.3,5.5,62.4,0.4,0.46,13,0.11,325208,5.106,1.9,1.35,28.1,0.84,0.891,0.03,11.98,4788,0.06,0.2,2.53,106.2,1.7,33.7,3.545,28,41.5,726.9,3.5,6.5,7.275,99.35,59.92,28.6,11.49,10.5
geochem,2007191298,09.06.2008,-27.394,145.2178,QLD,,2007191298001 Fine,lt2443,TOS,53750,5.6,241.3,0.27,1565,0.44,0.01,44.83,7.7,64,2.26,17.8,7.86,200,27444,11.5,0.5,0.03,5470,21.55,0.9,1459,380,0.5,0.29,1180,12.4,13.2,2.6,362,14.05,4.28,5.12,37.8,1.3,0.07,9.8,0.08,358127,4.18,1.5,0.5,67.8,0.79,0.63,0.07,9.25,5825,0.05,0.1,2.19,98.5,1.3,26,2.93,37.4,10.6,675.6,1.6,5,5.4,17.38,32.41,50.26,17.33,6.8
geochem,2007191299,30.04.2008,-29.2939,145.0228,NSW,2007190753,2007191299001 Fine,lt2444,TOS,80125,3.7,341.4,0.44,4746,0.61,0.06,54.16,17.6,62.2,3.63,23.7,26.8,240,39663,19.5,0.73,0.01,11763,26.63,17.3,5825,596,0.4,0.17,2003,11.5,27.2,20.1,410,16.32,11.3,6.57,56.5,0.4,0.19,13.4,0.05,292901,5.846,2.8,1.47,130.7,0.74,0.851,0.07,9.18,5747,0.16,0.2,1.73,110.7,1.2,28.1,2.906,82.5,65.7,358.9,11,6,6.76,31.3,28.95,50.32,20.73,12
geochem,2007191301,05.04.2008,-28.7775,125.7681,WA,,2007191301001 Fine,lt2445,TOS,69624,3.1,154.6,0.33,679,0.1,0.01,46,11.4,103.9,3.34,17.3,1.88,120,35655,16.8,0.7,0.03,5321,21.15,1.7,693,341,0.9,0.05,430,15.2,27.7,1.2,227,17.89,1.83,4.7,47.4,0.4,0.02,16.7,0.15,343357,3.88,3.3,0.25,27.9,1.52,0.74,0.03,16.35,5675,0.03,0.1,3,85.1,1.7,28.7,3.79,24.5,0.1,1129,3,5.5,5.215,5.315,92.77,5.4,1.84,6.2
geochem,2007191302,04.11.2009,-31.3133,134.4646,SA,,2007191302001 Fine,lt2446,TOS,65866,3,321.4,0.27,41860,0.18,0.08,76.39,10.4,72.7,3.4,27.3,24.3,520,33606,14.6,0.49,0.03,11422,35.85,18,16353,333,0.9,0.1,1194,11.5,36.8,19.7,319,17.29,12,9.06,71.6,0.4,0.18,10.7,0.22,238781,7.118,1.8,1.3,390.6,0.82,1.1,0.02,11.58,4423,0.17,0.3,2.18,62.3,0.8,38.9,3.58,60.4,63.3,612,5.5,9.5,8.73,72,80.17,13.64,6.19,20.5
geochem,2007191303,20.05.2008,-25.7595,147.8728,QLD,,2007191303001 Fine,lt2447,TOS,64829,3.5,609.7,0.18,5253,0.1,0.09,83.56,16,59,3.67,14.7,15.9,180,23661,13.7,0.69,0.01,13738,41.41,10.4,3564,573,0.6,0.27,6803,14.9,19.1,15.4,332,17.4,11.1,9.55,69.9,0.4,0.23,12,0.13,325983,7.88,1.8,1.15,150.1,0.95,1.092,0.03,15.92,6149,0.16,0.1,3.49,70.7,1.5,38.1,3.797,54.3,43.2,762.2,3.5,6,6.63,29.3,57.19,30.31,12.5,9.4
geochem,2007191304,05.06.2008,-27.085,141.1734,QLD,,2007191304001 Fine,lt2448,TOS,34373,1.4,266.8,0.14,2559,0.1,0.05,24.29,4.6,39.2,1.65,11.3,17,80,15527,8.4,0.7,0.01,6832,13.49,8.7,2521,147,0.3,0.07,2092,7.4,12.3,7.8,196,8.21,4.1,3.14,30.3,0.4,0.19,6.4,0.03,391728,2.723,0.8,0.96,82.2,0.46,0.421,0.02,5.11,3344,0.08,0.1,1.36,47.4,0.9,16.5,2.01,29.5,33.1,557.2,8.4,8,7.1,78.1,45.27,37.8,16.94,4.9
geochem,2007191305,25.07.2008,-30.4805,133.6881,SA,,2007191305001 Fine,lt2449,TOS,62701,3.5,342.8,0.29,3959,0.18,0.13,77.72,14.3,84.7,2.67,25.6,40.9,120,32508,13.5,0.67,0.01,13448,35.88,19.5,3256,403,0.3,0.26,1365,17.9,43.4,36.1,380,18.79,10.5,8.17,61.2,0.4,0.29,13.2,0.1,331616,6.642,1.9,1.79,88,1.2,1.008,0.04,15.03,7018,0.16,0.2,2.97,84.6,1.4,39.9,4.879,67.5,58.6,1656,8.6,9.5,8.69,37,84.22,11.33,4.45,8.1
geochem,2007191306,30.05.2008,-24.0229,144.8534,QLD,,2007191306001 Fine,lt2450,TOS,69386,5.2,354.7,0.23,5853,0.19,0.11,62.35,17.9,74.9,3.53,19,35.1,160,35809,13.4,0.45,0.01,8417,29.05,20.8,5119,705,0.3,0.18,4110,11.2,29.8,17.5,449,16.61,12.6,7.42,55.4,0.4,0.38,12.4,0.06,306848,6.506,1.9,1.43,150.6,0.73,0.952,0.02,10.33,5933,0.16,0.2,2.37,100.9,1.3,34.1,3.545,73.1,61.2,581.6,8.1,6.5,6.615,22.8,35.9,47.75,16.35,11.6
geochem,2007191307,07.02.2008,-41.0798,145.9243,TAS,,2007191307001 Fine,lt2451,TOS,54751,17.8,215.8,44.77,24028,0.62,0.49,108.3,35.8,215.8,3.82,50.5,45.3,700,107952,18,0.9,5.74,8160,62.57,11.6,11053,2525,21.4,16.7,1269,29,74.9,64.8,973,51.82,47.6,11.62,63.5,10.5,4.45,10.7,0.38,203207,7.39,68.6,42.5,73.2,2.14,1.28,0.13,13.85,9121,0.16,0.4,7.27,111.6,643.3,39.6,6.24,289,217,435.4,11.8,4.5,5.1,105.4,50.22,35.24,14.54,22.1
geochem,2007191308,04.10.2007,-38.2683,144.3472,VIC,,2007191308001 Fine,lt2452,TOS,39745,8.9,230.9,0.17,6990,0.19,0.24,47.13,11.4,81.4,2.17,13,19.9,140,26745,8.6,0.55,0.01,6350,23.86,13.5,3329,194,0.8,0.53,4555,15.2,28.5,18.8,637,13.48,10.9,5.42,36.8,0.9,0.27,7.6,0.25,323992,4.914,1.9,1.12,134,1.03,0.702,0.04,9.4,5825,0.07,0.2,2.6,80,1.5,24.3,2.536,34.9,33.5,498.8,3.5,5.5,5.72,405,53.81,37.18,9.01,15.2
geochem,2007191309,10.02.2008,-43.0145,147.0111,TAS,,2007191309001 Fine,lt2453,TOS,41772,2.9,256.8,0.2,10249,0.13,0.08,45.29,18.6,80.4,2.84,17.4,16,280,27402,11.3,0.5,0.12,9870,21.94,10.5,6886,682,0.6,0.23,4088,10.7,26.7,17.9,428,12.1,9.81,5.07,51.8,0.4,0.1,12.1,0.25,295322,3.84,1.3,0.48,50.4,0.78,0.64,0.02,7.79,4669,0.06,0.1,2.47,86.8,1.3,22.9,2.56,54.6,34.8,482.4,0.6,5.5,5.555,117.95,63.38,30.76,5.86,19.6
geochem,2007191310,22.11.2008,-33.2913,137.2954,SA,,2007191310001 Fine,lt2454,TOS,67057,6.1,373.3,1.24,7812,0.29,0.17,92.72,11.7,68.1,4.31,36.6,48.4,280,38796,16.4,0.62,0.07,20935,51.46,17.4,7809,534,1.6,0.94,3079,20.2,20.8,22.7,502,20.46,11.8,10.9,116.6,1.1,0.5,14.8,0.34,300010,8.255,2.9,1.74,120.5,1.35,1.295,0.02,27.58,6934,0.2,0.2,4.67,101.6,2.3,49.3,5.488,69.5,52.8,1040,3.7,8.5,8.95,103.4,66.74,21.59,11.67,10.7
geochem,2007191311,21.09.2007,-18.4367,140.8727,QLD,,2007191311001 Fine,lt2455,TOS,49389,2.3,305.3,0.2,5239,0.24,0.23,54.14,17,61.2,2.49,17,36.9,180,25060,10.5,0.62,0.01,8376,22.95,17,3913,705,0.3,0.42,4607,11.2,19.4,21.1,419,14.91,11.9,5.69,48.5,0.4,0.38,9.4,0.05,343287,5.089,1.4,1.1,121.2,0.72,0.782,0.05,8.36,5094,0.12,0.2,2.75,88.8,1.5,28.9,2.979,53.6,52.9,539.3,5.6,6,6.3,39.1,17.01,61.82,21.17,9.5
geochem,2007191312,21.05.2008,-18.6186,135.4057,NT,2007190472,2007191312001 Fine,lt2456,TOS,74377,2.4,219.3,0.31,5832,0.1,0.07,51.28,9.9,61.4,4.12,29.8,37.4,460,37824,17.4,0.56,0.01,16560,28.27,26.8,8774,209,0.6,0.06,200,11.2,24.9,21.1,157,16.79,12.5,6.57,74.2,0.9,0.3,12.6,0.02,282838,5.839,2.4,1.92,98.6,0.79,0.888,0.02,9.4,4573,0.23,0.2,1.6,116.6,1.7,26.6,3.161,52.9,38.7,502.3,17.9,6,7.51,93.4,21.74,57.13,21.13,14.8
geochem,2007191313,11.05.2008,-24.1206,137.9431,NT,,2007191313001 Fine,lt2457,TOS,53131,3.4,287.6,0.22,2065,0.1,0.1,73.91,9.4,69.7,2.59,19.2,44.4,160,29123,10,0.3,0.01,11331,37.96,17.4,2472,395,1.2,0.52,2226,13.4,15,15.3,340,14.15,9.52,8.93,57.4,0.4,0.21,11.7,0.11,354654,7.729,1.7,1.41,97.1,0.91,1.074,0.02,17.22,6748,0.17,0.2,3.96,86.6,1.5,38.1,4.7,49.3,47.6,1811,6.6,6,6.265,8.39,81.03,12.99,5.98,6.1
geochem,2007191314,30.07.2008,-20.5506,132.1264,NT,,2007191314001 Fine,lt2458,TOS,50559,2.3,339.8,0.47,1887,0.1,0.09,69.62,7.2,45.7,3.9,18.5,28.2,200,24227,11.1,0.4,0.01,14336,34.91,11.7,1875,225,0.8,0.29,913,12.8,18.3,9.9,384,17.34,8.28,7.75,93.8,0.4,0.26,9.6,0.06,358370,6.548,2.6,1.93,60.1,1.02,1.053,0.02,17.95,4393,0.15,0.2,6.18,61.9,2.2,38.4,4.446,33.1,30.2,880.5,4.8,6,6.6,19.91,73.06,20.25,6.69,6.9
geochem,2007191316,15.11.2007,-28.2116,114.3201,WA,,2007191316001 Fine,lt2459,TOS,68169,4.1,511.9,0.35,2137,0.1,0.05,258.6,14,78.3,3.33,26,23.4,280,29431,11.1,0.04,0.01,13423,126.7,13.7,2249,294,1.6,0.59,2812,31.9,23.3,12.1,559,32.92,17.5,28.66,86.1,0.4,0.25,13.8,0.34,317126,21.75,2.7,0.85,128.5,2.17,2.316,0.04,61.96,8228,0.2,0.3,10.37,89,2.9,60.1,6.955,61.1,42.8,1377,5,5,5.44,1815,33.25,54.04,12.71,10.4
geochem,2007191317,25.10.2008,-29.3802,139.9816,SA,,2007191317001 Fine,lt2460,TOS,36860,1.6,328.9,0.13,4274,0.1,0.08,39.64,5.5,55.7,1.71,12.3,21.7,100,16786,7,0.29,0.01,9505,20.14,7,3111,201,1,0.12,6529,10.1,9.1,8.9,249,9.56,3.89,4.87,41.7,0.4,0.17,6.7,0.02,385119,4.335,1.2,0.64,124.2,0.69,0.639,0.02,8.34,4758,0.05,0.1,2.25,57,1.3,25.8,3.093,33.5,29.4,904.8,6.9,4.5,7.51,1723,70.85,19.86,9.28,3.9
geochem,2007191318,29.04.2009,-32.4323,134.088,SA,2007190495,2007191318001 Fine,lt2461,TOS,18753,2,123.1,0.12,218970,0.17,0.18,19.44,2.2,48.9,1.1,5,9.99,140,9624,4.6,0.31,0.01,4566,9.08,9.1,9286,194,0.8,0.28,1936,4.8,14.3,9.6,781,6.31,3.28,2.11,27.5,0.4,0.26,5.6,0.28,83795,1.813,0.8,0.6,1135.4,0.28,0.255,0.03,3.89,1552,0.07,0.1,0.99,23.2,0.4,14.4,1.334,19.8,33.3,275.9,2.2,10,8.02,543,86.22,8.21,5.57,43.2
geochem,2007191319,27.09.2009,-33.0116,136.63,SA,,2007191319001 Fine,lt2462,TOS,1937,1.2,12.2,0.02,204283,0.1,0.02,4.05,0.6,4.2,0.11,1,3.12,120,930,0.4,0.53,0.02,548,1.84,1,60,39,0.3,0.01,304,0.5,0.5,3.5,122,0.84,0.91,0.48,2.8,0.9,0.04,0.9,0.05,8759,0.04,1.6,0.18,1020.2,0.02,0.031,0.02,0.6,162,0.02,0.1,0.18,2.5,0.3,2.5,0.176,0.9,14.5,47.1,0.4,9.5,7.94,2240,92.02,5.52,2.46,54.7
geochem,2007191321,01.05.2008,-29.5301,146.1128,NSW,,2007191321001 Fine,lt2463,TOS,72535,2.9,245.2,0.27,2723,0.1,0.04,62.87,15.1,67.5,3.43,29.3,37.6,180,35012,16.8,0.36,0.03,11497,30.19,15.3,4800,713,1.1,0.19,2307,13.4,25.5,20.8,340,17.9,11.5,7.33,65,0.8,0.2,12.3,0.03,312592,6.607,1.6,1.1,116.4,0.88,0.911,0.02,10.97,6514,0.15,0.2,2.29,100.3,1.6,30.8,3.283,66.6,54.4,660.6,9.1,6,7.195,73,62.53,30.14,7.33,10.2
geochem,2007191322,29.07.2008,-19.2559,132.6673,NT,,2007191322001 Fine,lt2464,TOS,17737,0.6,242.5,0.29,1565,0.31,0.02,23.2,1.6,25.1,0.95,6.2,15.1,80,8036,3.7,0.47,0.01,8633,12.42,3.1,5825,124,0.3,0.16,1276,9.7,10.2,4.2,153,8.1,2.4,2.68,35.5,0.4,0.36,9.1,0.06,419996,2.361,1.1,0.64,54.6,0.84,0.553,0.02,9.67,3398,0.02,0.1,3.1,18.8,1.4,25.9,3.713,12.7,17.4,1263,1.2,6,7.64,497,95.18,3.1,1.71,2.3
geochem,2007191323,10.05.2008,-25.7056,137.889,NT,,2007191323001 Fine,lt2465,TOS,36067,4,366.9,0.19,15673,0.61,0.03,66.39,5.3,75.9,1.7,9.6,4.89,220,21276,5.7,0.4,0.01,11015,34.44,1.3,4004,294,0.3,0.12,4014,15.6,16.8,2.9,284,11.07,2.5,7.61,46,0.9,0.02,9.6,0.02,371293,6,1.3,0.36,161.9,1.08,0.88,0.03,15.93,7246,0.05,0.1,3.74,68.7,1.4,39.8,5.07,31.1,9.8,2449,1.8,6.5,8.31,82.2,89.6,7.6,2.8,4.4
geochem,2007191324,03.04.2008,-30.6447,145.0527,NSW,,2007191324001 Fine,lt2466,TOS,60049,4,268.9,0.23,2780,0.43,0.02,58.87,9.7,76.7,3.72,18.8,11,260,30347,15.8,0.5,0.04,13290,28.31,3.7,4740,372,0.3,0.13,2144,14.3,19.2,8.8,397,14.83,5.47,6.67,69.8,1,0.11,11.1,0.02,338472,5.61,2,0.67,72.5,0.94,0.82,0.03,11.8,6137,0.1,0.1,2.53,75.8,1.4,34.1,3.95,57.1,31.6,1317,4.4,7,6.68,24.6,66.21,27.2,6.6,7.5
geochem,2007191325,05.03.2008,-29.4221,120.5199,WA,,2007191325001 Fine,lt2467,TOS,94162,8.8,311.9,0.5,2637,0.47,0.12,62.73,30.9,419.5,4.58,57.2,35.4,160,64681,24.4,0.7,0.06,13971,33.45,4.4,5047,906,1.6,1.42,2278,14.9,129,48.3,449,25.29,9.82,6.92,84.9,1.2,0.3,21,0.17,274420,5.53,2.7,1.5,50.8,1.23,0.88,0.06,21.48,6772,0.14,0.2,3.7,137.1,1.5,34.4,3.46,92.5,25.4,415.1,5.1,7,6.43,11.04,89.7,8.04,2.26,9.6
geochem,2007191328,21.11.2008,-32.8021,137.5748,SA,,2007191328001 Fine,lt2468,TOS,81735,4.7,415.6,0.78,3602,0.35,0.34,86.65,18.7,72.8,5.17,32.5,41.8,260,45083,17.6,0.76,0.01,22487,40.91,24.3,7417,821,0.9,0.34,3123,15.5,27.8,24.2,729,27.08,17.9,9.24,97.7,0.4,0.47,14.6,0.1,287086,7.645,2.6,1.81,128.3,1.09,1.095,0.02,16.53,6910,0.2,0.2,2.72,100.1,2.1,36.2,3.684,86,67.9,383.6,13,8,6.96,58.3,47.94,35.72,16.34,10.3
